Date,BITW100
Thu Nov 05 2020 21:00:00 GMT+0000,14456.05
Fri Nov 06 2020 21:00:00 GMT+0000,14962.13
Sat Nov 07 2020 21:00:00 GMT+0000,14430.67
Sun Nov 08 2020 21:00:00 GMT+0000,14940.67
Mon Nov 09 2020 21:00:00 GMT+0000,14896.98
Tue Nov 10 2020 21:00:00 GMT+0000,14882.77
Wed Nov 11 2020 21:00:00 GMT+0000,15269.55
Thu Nov 12 2020 21:00:00 GMT+0000,15501.77
Fri Nov 13 2020 21:00:00 GMT+0000,15678.9
Sat Nov 14 2020 21:00:00 GMT+0000,15486.61
Sun Nov 15 2020 21:00:00 GMT+0000,15269.04
Mon Nov 16 2020 21:00:00 GMT+0000,16137.47
Tue Nov 17 2020 21:00:00 GMT+0000,16924.31
Wed Nov 18 2020 21:00:00 GMT+0000,16763.53
Thu Nov 19 2020 21:00:00 GMT+0000,17158.68
Fri Nov 20 2020 21:00:00 GMT+0000,17825.98
Sat Nov 21 2020 21:00:00 GMT+0000,18265.58
Sun Nov 22 2020 21:00:00 GMT+0000,18405.93
Mon Nov 23 2020 21:00:00 GMT+0000,18638.24
Tue Nov 24 2020 21:00:00 GMT+0000,19641.08
Wed Nov 25 2020 21:00:00 GMT+0000,19629.84
Thu Nov 26 2020 21:00:00 GMT+0000,17255.38
Fri Nov 27 2020 21:00:00 GMT+0000,17190.18
Sat Nov 28 2020 21:00:00 GMT+0000,17923.34
Sun Nov 29 2020 21:00:00 GMT+0000,18386.98
Mon Nov 30 2020 21:00:00 GMT+0000,19623.07
Tue Dec 01 2020 21:00:00 GMT+0000,19194.96
Wed Dec 02 2020 21:00:00 GMT+0000,19280.74
Thu Dec 03 2020 21:00:00 GMT+0000,19587.13
Fri Dec 04 2020 21:00:00 GMT+0000,19027.78
Sat Dec 05 2020 21:00:00 GMT+0000,19137.51
Sun Dec 06 2020 21:00:00 GMT+0000,19257.57
Mon Dec 07 2020 21:00:00 GMT+0000,19117.77
Tue Dec 08 2020 21:00:00 GMT+0000,18610.67
Wed Dec 09 2020 21:00:00 GMT+0000,18390.74
Thu Dec 10 2020 21:00:00 GMT+0000,18342.03
Fri Dec 11 2020 21:00:00 GMT+0000,17931.05
Sat Dec 12 2020 21:00:00 GMT+0000,18582.56
Sun Dec 13 2020 21:00:00 GMT+0000,19002.9
Mon Dec 14 2020 21:00:00 GMT+0000,18996.27
Tue Dec 15 2020 21:00:00 GMT+0000,19239.9
Wed Dec 16 2020 21:00:00 GMT+0000,20453.25
Thu Dec 17 2020 21:00:00 GMT+0000,22102.54
Fri Dec 18 2020 21:00:00 GMT+0000,22102.87
Sat Dec 19 2020 21:00:00 GMT+0000,23100.52
Sun Dec 20 2020 21:00:00 GMT+0000,23199.63
Mon Dec 21 2020 21:00:00 GMT+0000,21776.39
Tue Dec 22 2020 21:00:00 GMT+0000,22205.23
Wed Dec 23 2020 21:00:00 GMT+0000,21654.19
Thu Dec 24 2020 21:00:00 GMT+0000,21716.72
Fri Dec 25 2020 21:00:00 GMT+0000,22529.92
Sat Dec 26 2020 21:00:00 GMT+0000,24145.53
Sun Dec 27 2020 21:00:00 GMT+0000,23984.01
Mon Dec 28 2020 21:00:00 GMT+0000,24895.42
Tue Dec 29 2020 21:00:00 GMT+0000,24925.16
Wed Dec 30 2020 21:00:00 GMT+0000,26338.46
Thu Dec 31 2020 21:00:00 GMT+0000,26615.31
Fri Jan 01 2021 21:00:00 GMT+0000,26661.4
Sat Jan 02 2021 21:00:00 GMT+0000,26871.11
Sun Jan 03 2021 21:00:00 GMT+0000,30674.01
Mon Jan 04 2021 21:00:00 GMT+0000,29583.28
Tue Jan 05 2021 21:00:00 GMT+0000,32104.77
Wed Jan 06 2021 21:00:00 GMT+0000,34345.12
Thu Jan 07 2021 21:00:00 GMT+0000,36827.85
Fri Jan 08 2021 21:00:00 GMT+0000,36020.38
Sat Jan 09 2021 21:00:00 GMT+0000,38229.61
Sun Jan 10 2021 21:00:00 GMT+0000,35766.87
Mon Jan 11 2021 21:00:00 GMT+0000,31211.41
Tue Jan 12 2021 21:00:00 GMT+0000,32441.52
Wed Jan 13 2021 21:00:00 GMT+0000,34181.73
Thu Jan 14 2021 21:00:00 GMT+0000,36887.76
Fri Jan 15 2021 21:00:00 GMT+0000,33944.23
Sat Jan 16 2021 21:00:00 GMT+0000,35850.63
Mon Jan 18 2021 21:00:00 GMT+0000,35264.55
Sun Jan 17 2021 21:00:00 GMT+0000,35248.43
Tue Jan 19 2021 21:00:00 GMT+0000,36246.25
Wed Jan 20 2021 21:00:00 GMT+0000,34880.64
Thu Jan 21 2021 21:00:00 GMT+0000,31809.35
Fri Jan 22 2021 21:00:00 GMT+0000,33383.41
Sat Jan 23 2021 21:00:00 GMT+0000,32566.9
Sun Jan 24 2021 21:00:00 GMT+0000,32589.44
Mon Jan 25 2021 21:00:00 GMT+0000,33920.45
Tue Jan 26 2021 21:00:00 GMT+0000,32714.36
Wed Jan 27 2021 21:00:00 GMT+0000,32085.51
Thu Jan 28 2021 21:00:00 GMT+0000,33266.59
